clean_text,sentiment
sesuai pesanan terina kasih,positif
steples tembak bagus recomended,positif
makasih barang sesuai gambar,positif
barangnya bagus cepat sampainya,positif
sangat bermanfaat terimakasih banyak,positif
berfungsi baik sukses selalu gan,positif
barang dah sya trima slamat gan trims,positif
sesuai pesanan x,positif
barang nyampai mantapp,positif
baranh terima sukses lapaknya,positif
pengiriman cepat produk o k terima kasih,positif
barang terima terima kasih,positif
sesuai pesanan pelayanan memuaskan,positif
barang gan fast respond trus barang sesuai deskripsi lah pokoknya mantap lah,positif
mantab recomended lanjutkan,positif
barang sesuai deksripsi foto,positif
barang sangat bagus kuat sesuai harapan,positif
barang bagus sesuai deskripsi pengiriman cepat packing rapih aman mantapp bintang agan,positif
makasih barangnya udah,positif
bagus sesuai harapan,positif
kualitas mantap harga murah pengiriman cepat terimakasih,positif
brg sampe sesuai pesanan bonusnya mksh gan,positif
barang respon seller cepat dicoba berfungai baik terima kasih gan sukses terus jualannya,positif
barang terima,positif
makasih gan brg dah sampe,positif
barang sesuai pesanan recommended thx tokopedia cahaya belawa sukses terus keduanya,positif
tembakan nya mantap lah kali cek dulu gan jual isi ulang staplesnya biar sesuai tembakannya yg agan kirim isi ulangnya gx sesuai sekali tembak keluarnya staples,netral
barang response cepat,positif
barang sesuai yg diiklankan respons penjual sangat cepat bravo,positif
diterima sip sesuai deskripsi,positif
terimakasih barang sdh diterima,positif
barang diterima baik thanks,positif
mantab barang bagus tembakan kenceng pakai isi staples model t mm masuk seller fast response walaupun kendala sedikit follow upnya luar biasa thx u bos sukses selalu,positif
sesuai pesanan terima kasih gan,positif
barang diterima kualitas bagus top seller,positif
barang pengiriman via gojek terima kasih atas respon pelayanya baik,positif
tampak fisik sempat dicoba,netral
mantap gan,positif
mantab gan thanks,positif
dipacking baik segel selotip barang dipakai terlihat berfungsi baik made in china,positif
barang iya refil isi ualangx bli toko ap trima kasih,positif
barang diterima baik,positif
respon pengiriman cepat paking rapi aman uda coba masalah sukses gan,positif
barang diterima selamat waktu pengiriman relatip singkat pokoknya sip dah,positif
terima kasih barangnya,positif
respon cepat barang bagus sesuai iklan,positif
trimkasih sesui pesanan mantap poll,positif
makasih brng sdh aku trima dngn selamat,positif
oke barang udah gan makasih gan,positif
cakep next belanja dah,positif
termiakasih gan barang cepet barang bagus,positif
trim gan barangnya barangnya okhe daya dorongnya kencang udah coba,positif
barang sdh nyampe tks cepat responnya dicoba,positif
bagus gan pas cobain tangan sampe sobek kena tancap,positif
thank s brang baik,positif
barang sesuai deskripsi pengiriman cepat,positif
barang bagus tes respon cepat thank you,positif
barangnya cepat datangnya barangnya bagus dah dicoba tembakannya kenceng thanks tokopedia tambah sukses,positif
cepat memuaskan seauai gambar,positif
biar bintang bicara thank,positif
express dah pokoknya barangnya mantapp,positif
kualitas produk baik barang langsung tes nembak kaca ternyata pecah hehehe pengiriman pelayanan baik,positif
pesanan cepat kirimnya barang sesuai deskripsi produk terimakasih,positif
bagus mempermudah tugas baik,positif
mantap sesuai deskripsi,positif
terima kasih terima kasih,positif
reksell proses pengiriman cepat,positif
barang packing rapi barang sesuai transaksi,positif
maksih barang peking yabg baik maksih allhamdulilillah,positif
mantap biar bintang berbicara,positif
mantul puas bangt sore tf besoknya udh barang sesuai pesanan good job,positif
barang mantaap cepat n work it,positif
pakunya kuat barang asli sesuai foto,positif
mantap gan sesuai gambar pesanan,positif
pas mantap,positif
fast respon fast delivery dicoba bagus gaknya,positif
recommended seller,positif
barang terima baik tks,positif
barang ori sesuai deskripsi,positif
mantab barang sesuai judul foto dn deskripsi,positif
produk sesuai berfungsi baik thanks,positif
respon cukup cepat pengiriman standard sesuai pesanan,positif
respon penjual cepat ramah barang bagus meskipun warnanya hitam papa kualitas tetep,positif
sesuai deskripsi,positif
barang sesuai deskripsi respon penjual pengiriman cukup cepat barang dicoba,positif
terima kasih respon cepatnya gan,positif
fast respond cepat,positif
pengiriman cepat dicoba sesuai ekpetasi terima kasih,positif
puas barang asli krisbow terimakasih,positif
sesuai pesanan pengiriman cepat packingnya aman terimakasih,positif
thanks dah terima barang bekerja baik,positif
barang sdh sesuai gambar trimksh,positif
terima kasih barangnya,positif
packing baik cepat barang sesuai pesanan,positif
brg baguss cepat,positif
mantap gan cpt trf skrng sampe padahal pke jne reg,positif
fast respon cepat pengirimannya good seller,positif
dicoba berfungsi baik,positif
pengiriman super cepat jam transfer lalu jam barang terima barang sesuai deskripsi gambar terima kasih recommended seller,positif
barang sesuai yg difoto mantaps,positif
brang ud kondisi brang,positif
recommended lah pokoknya,positif
mantap pokoknya recomen yg,positif
respon cepat barang sesuai paket rapi aman thanks,positif
barang bagus kendala baik pengiriman maupun unit barangnya,positif
awalnya bagus dipakai lama jd kurang kencang padahal merek krisbow,positif
barang udh nyampe sesuai pesanan sayang ternyata make isi staples stationery biasa yg no deskripsi tulis ukuran isi staples nya,positif
produk mantap sesuai gambar tembakan kuat semoga awet tq,positif
kenceng gan sipp,positif
isi staple gun bagus ternyata staple gun mollar yg beli toko yg bagus sekali tembak keluar,positif
siip mantap barang diterima respon cepat,positif
barang sesuai pesanan packing rapih mantapp,positif
cepat terima kasih banyak,positif
bagus murah berkualitas recomended,positif
diterima baik pakai,positif
barang diterima baik thx,positif
barang bagus kualitas sesuai harga,positif
berfungsi sesuai harga semoga awet,positif
bukan merk kenmaster ternyata tpp gpp yg pentg dipake,positif
tembakannya kenceng jg mantap kang nuhun,positif
terimakasih terima baik,positif
alat bekerja baik meja kayu tembus fast respon,positif
respon proses cepat,positif
lihat bintangnya dah,positif
barang datang cacat gunakan harusnya sblum kirim coba dulu,negatif
semoga kerja sama bos,positif
barang cacat bos sini,netral
pesanan udah produk sesuai deskripsi,positif
biarkan bintang bicara,positif
barang diterima baik,positif
produk bagus murah sesuai foto,positif
pengiriman cepat barang bagus dicoba mantap,positif
matab good sesuai permintaan,positif
tes bagus lancar,positif
mantabh gan recomend seller,positif
thanks barang,positif
terima bos packing bagus aman,positif
paket sdh produk berfungsi baik,positif
powernya kurang dibanding yg sdh punya gpp emang harganya beda yg jadi cadangan thanks,netral
respon cepat kwalitas sesuai deskripsi,positif
barang sesuai pesanan pengiriman cepat,positif
fast response barang sesuai pesanan,positif
barang sesuai pesanan,positif
produk okay sesuai deskripsi berfungsi baik mudah an awet,positif
mantap gan packing rapih barang recommend respon cepat,positif
naiis suka jam kadang udah capek pencet mana keras,positif
rekomendasi yg seneng belanja,positif
produk sesuai apa yg pict,positif
mantap bos sesuai deskripsi recomended saller,positif
respon pengiriman cepat cm dikurir lmbt packing aman rapi barang sesuai gambar berfungsi baik terima kasih recommended seller,positif
terima kasih gan barang selamat,positif
berfungsi dngn baik,netral
respon pengiriman cepat,positif
barang diterima barang oke,positif
nampak fisiknya berkualitas smoga awet,positif
makasih gan sesuai ekspektasi dicoba barang berfungsi baik recommended seller,positif
kecewa baru dipakey isiya kluar buah dipapan nempel,negatif
keceh gan memuaskan terimakasih,positif
sesuai deskripsi,positif
rekomended seller barang sesuai pesanan,positif
sesuai deskripsi kualitas baik profesional seller,positif
mantab semoga sukses selalu,positif
pengiriman mantap,positif
produk pengiriman cepat produk penyok sedikit,positif
barang bagus top dech,positif
mantap stapler gun nya,positif
barang bagus paking rapi thanks,positif
gan terimakasih,positif
serahkn bintang y bicara barang sesui cepat datangnya,positif
barang diterima kondisi baik pengiriman cepat,positif
makasihh barang sesuai deskripsi,positif
sesuai pesanan packing rapi fast respon fast delivery,positif
packing rapi aman fast respon,positif
fast respon pokok e sip,positif
barang sesuai deskripsi bagus thanks,positif
barang sesuai pesanan lancar sip,positif
barang datang sesuai pesanan sempat dicoba semoga sesuai yg dijanjikan pelayanan cepat memuaskan salut,positif
produk diterima sesuai deskripsi produk pelayanan ramah mudah harga bersahabat beli grosir ndak segan segan mengingatkan customer mengenai promo,positif
bagus sangat sesuai terima kasih,positif
barang sesuai diskripsi bagus packing sangat aman,positif
barang cukup memuaaskan kali beli,netral
barang sesuai pesanan,positif
respon cepat profesional sip dah,positif
fast response hari pesan hari kirim besok udah sampe hebat produknya terima pakai mantav belanja sini pokoknya recomended seller,positif
terpercaya mutu bagus pelayanan bagus,positif
barang diterima baik pengiriman nya fast respon,positif
produk didelivary sesuai ditawarkan,positif
barang diterima trims,positif
terima kasih atas bantuannya gan,positif
thank gan respon cepat barang cepat minggu dpan ngorder gan stok bnyak kan,positif
memuaskan cepat sampainya barang sesuai pesanan kurir ongkirnya kok beda refund,positif
barang nya bagus tq yach atas pelayanan nya,positif
barang sdh terimasangat baik memuas kan,positif
terima kasih barang pesanan diterima kualitas akurasi produk sesuai harapan pesanan weldone,positif
terimakasih barang terima,positif
barang terima terimakasih atas layanannya,positif
barang sesuai harapan terimakasih,positif
barang sesuai pesanan respon penjual cepat packing aman,positif
top markotop kualitas mantul,positif
fungsional kemasan rapi pengiriman cepat bintang lima indah jaya tool semoga sukses,positif
siip cepat sesuai deskripsi recomrnded seller,positif
mantapbp bro,positif
tap mantap bintang yg menjawab,positif
produk real pic kualitas bagus,positif
barang diterima seusai gambar deskripsi terima kasih,positif
sesuai deskripsi fast response yg paling membantu,positif
barang sesuai packing oke,positif
terima kasih tokopedia pesanan terima baik thanks,positif
barang bagus pasang barner,positif
barang sesuai pesanan original millar pengiriman cepat recommended seller,positif
barang bagus sesuai deskripsi penjual thx gan,positif
proaes kilat aesuai yg diharapkan barang bagus segel recomended seller,positif
barang diterima sesuai deskripsi,positif
barang murah bagus pakai dekorasi pelaminan gedung,positif
bodi kokoh berfungsi baik harga bagus,positif
bagus barabg sesuai harga,positif
kwalitas bagus br tahu in,positif
well built besi tebal harusnya awet,positif
recommended sukses selalu tokonya kak,positif
cepat tepat mantap,positif
trims gan barangnya sdh,positif
barang packing bagus rapi pengiriman cepat penjualnya ramah barang mantap semoga awet berfungsi baik recomended seller y,positif
produk sesuai spek pengiriman super cepat recom seller,positif
udah dicoba bagus moga awet,positif
selamat tujuan trimakasih,positif
sesuai denan diskripsi,positif
mode narrow crown brad nail no work peluru nya keluar gimana,positif
barang terima proses cepat packing rapi semoga bermanfaat,positif
terimakasih pelayanannya,positif
bagus mantap recomend,positif
barang kurang bagus pengiriman pakai pos lama sekali,negatif
berfungsi sesuai harapan harga segini sangat memuaskan fast respon fast delivery jne pdhal cman pket oke nympe hrian bpp sukses selalu juragan,positif
mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul,positif
oke terimakasih,positif
barang bagus sangat rekomended yg,positif
bagus brfungsi baik,positif
barangnya bagus sesuai ekspektasi,positif
mantab sesuai pesanan respon seller cepat makasih gan,positif
terimakasih barang mudah mudahan awet,positif
produk sesuai spek pengiriman super cepat penjual reaponsif pelayananya sgt baik recom seller,positif
bintang nya yg bicara top dah,positif
keren abiiss rekomended,positif
barangnya sesuai gambar kualitas bagus,positif
mantap sesuai pesanan,positif
istimewa barang trims gan,positif
sangat baik jos,positif
pengiriman cepat barang sesuai deskripsi recommended seller,positif
barang test keliatannya respon cepat packing pengiriman jg heavy thx,positif
barang sesuai ekspektasi,positif
trims gan paket terima,positif
responsif langsung diproses dikirim pake lama very recommended seller,positif
barangnya sangat bagus cepet nyampe,positif
coba top markotop smga awet,positif
produk sesuai ulasan bintang s,positif
produk sesuai deskripsi memang keras apa baru btw harga bersaing thanks,positif
barang sesuai deskripsi harga bersahabat respon mantap pengiriman cepat recomended,positif
mungkin tiki nya kali lambat ngirim nya,positif
